Title: The Transit Light Curve Project. V. System Parameters and Stellar 
       Rotation Period of HD 189733  
Authors: Winn J.N., Holman M.J., Henry G.W., Roussanova A., Enya K., Yoshii Y.,
         Shporer A., Mazeh T., Johnson .A., Narita N., Suto Y. 
Table: Photometry of HD 189733
================================================================================
Byte-by-byte Description of file: datafile2.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1- 12 A12    ---     Tele    Telescope 
  14- 20 A7     ---     Filter  Filter 
  22- 34 F13.5  d       HJD     Heliocentric Julian Date of mid-exposure
  36- 41 F6.4   ---     RFlux   Relative flux 
  43- 48 F6.4   ---   e_RFlux   Uncertainty in RFlux
--------------------------------------------------------------------------------
FLWO 1.2m    z       2453988.71992 0.9984 0.0017 
FLWO 1.2m    z       2453988.72009 1.0001 0.0017 
FLWO 1.2m    z       2453988.72026 0.9990 0.0017 
FLWO 1.2m    z       2453988.72042 1.0012 0.0017 
FLWO 1.2m    z       2453988.72058 0.9986 0.0017 
FLWO 1.2m    z       2453988.72074 0.9999 0.0017 
FLWO 1.2m    z       2453988.72090 1.0019 0.0017 
FLWO 1.2m    z       2453988.72108 0.9987 0.0017 
FLWO 1.2m    z       2453988.72124 1.0004 0.0017 
FLWO 1.2m    z       2453988.72140 0.9992 0.0017 
FLWO 1.2m    z       2453988.72156 1.0016 0.0017 
FLWO 1.2m    z       2453988.72172 0.9996 0.0017 
FLWO 1.2m    z       2453988.72189 1.0034 0.0017 
FLWO 1.2m    z       2453988.72206 0.9993 0.0017 
FLWO 1.2m    z       2453988.72222 1.0004 0.0017 
FLWO 1.2m    z       2453988.72238 0.9968 0.0017 
FLWO 1.2m    z       2453988.72255 0.9958 0.0017 
FLWO 1.2m    z       2453988.72271 0.9970 0.0017 
FLWO 1.2m    z       2453988.72287 0.9992 0.0017 
FLWO 1.2m    z       2453988.72304 0.9995 0.0017 
FLWO 1.2m    z       2453988.72321 1.0016 0.0017 
FLWO 1.2m    z       2453988.72337 0.9998 0.0017 
FLWO 1.2m    z       2453988.72353 0.9993 0.0017 
FLWO 1.2m    z       2453988.72369 0.9960 0.0017 
FLWO 1.2m    z       2453988.72385 1.0027 0.0017 
FLWO 1.2m    z       2453988.72403 1.0006 0.0017 
FLWO 1.2m    z       2453988.72419 1.0011 0.0017 
FLWO 1.2m    z       2453988.72435 0.9999 0.0017 
FLWO 1.2m    z       2453988.72451 1.0012 0.0017 
FLWO 1.2m    z       2453988.72468 0.9990 0.0017 
FLWO 1.2m    z       2453988.72484 1.0017 0.0017 
FLWO 1.2m    z       2453988.72500 1.0008 0.0017 
FLWO 1.2m    z       2453988.72517 0.9974 0.0017 
FLWO 1.2m    z       2453988.72534 1.0001 0.0017 
FLWO 1.2m    z       2453988.72550 1.0013 0.0017 
FLWO 1.2m    z       2453988.72566 0.9999 0.0017 
FLWO 1.2m    z       2453988.72582 1.0008 0.0017 
FLWO 1.2m    z       2453988.72598 1.0010 0.0017 
FLWO 1.2m    z       2453988.72616 0.9993 0.0017 
FLWO 1.2m    z       2453988.72632 1.0036 0.0017 
FLWO 1.2m    z       2453988.72648 1.0009 0.0017 
FLWO 1.2m    z       2453988.72664 0.9998 0.0017 
FLWO 1.2m    z       2453988.72681 0.9988 0.0017 
FLWO 1.2m    z       2453988.72697 1.0018 0.0017 
FLWO 1.2m    z       2453988.72714 0.9967 0.0017 
FLWO 1.2m    z       2453988.72730 1.0000 0.0017 
FLWO 1.2m    z       2453988.72747 1.0004 0.0017 
FLWO 1.2m    z       2453988.72763 0.9988 0.0017 
FLWO 1.2m    z       2453988.72779 0.9992 0.0017 
FLWO 1.2m    z       2453988.72795 0.9972 0.0017 
FLWO 1.2m    z       2453988.72812 0.9987 0.0017 
FLWO 1.2m    z       2453988.72829 1.0002 0.0017 
FLWO 1.2m    z       2453988.72845 1.0008 0.0017 
FLWO 1.2m    z       2453988.72861 1.0029 0.0017 
FLWO 1.2m    z       2453988.72877 0.9998 0.0017 
FLWO 1.2m    z       2453988.72894 1.0007 0.0017 
FLWO 1.2m    z       2453988.72911 0.9998 0.0017 
FLWO 1.2m    z       2453988.72927 1.0000 0.0017 
FLWO 1.2m    z       2453988.72943 0.9994 0.0017 
FLWO 1.2m    z       2453988.72959 0.9974 0.0017 
FLWO 1.2m    z       2453988.72976 0.9987 0.0017 
FLWO 1.2m    z       2453988.72993 0.9991 0.0017 
FLWO 1.2m    z       2453988.73009 1.0023 0.0017 
FLWO 1.2m    z       2453988.73025 1.0013 0.0017 
FLWO 1.2m    z       2453988.73042 1.0005 0.0017 
FLWO 1.2m    z       2453988.73058 1.0013 0.0017 
FLWO 1.2m    z       2453988.73074 0.9993 0.0017 
FLWO 1.2m    z       2453988.73091 1.0011 0.0017 
FLWO 1.2m    z       2453988.73108 0.9998 0.0017 
FLWO 1.2m    z       2453988.73124 1.0005 0.0017 
FLWO 1.2m    z       2453988.73140 1.0019 0.0018 
FLWO 1.2m    z       2453988.73156 0.9973 0.0018 
FLWO 1.2m    z       2453988.73172 1.0000 0.0018 
FLWO 1.2m    z       2453988.73190 0.9987 0.0018 
FLWO 1.2m    z       2453988.73206 1.0014 0.0018 
FLWO 1.2m    z       2453988.73222 0.9993 0.0018 
FLWO 1.2m    z       2453988.73238 0.9988 0.0018 
FLWO 1.2m    z       2453988.73255 1.0003 0.0018 
FLWO 1.2m    z       2453988.73271 1.0005 0.0018 
FLWO 1.2m    z       2453988.73288 0.9994 0.0018 
FLWO 1.2m    z       2453988.73304 1.0013 0.0018 
FLWO 1.2m    z       2453988.73320 0.9990 0.0018 
FLWO 1.2m    z       2453988.73337 1.0033 0.0018 
FLWO 1.2m    z       2453988.73353 0.9993 0.0018 
FLWO 1.2m    z       2453988.73370 1.0017 0.0018 
FLWO 1.2m    z       2453988.73386 0.9994 0.0018 
FLWO 1.2m    z       2453988.73403 1.0023 0.0018 
FLWO 1.2m    z       2453988.73419 0.9998 0.0018 
FLWO 1.2m    z       2453988.73435 1.0006 0.0018 
FLWO 1.2m    z       2453988.73451 0.9988 0.0018 
FLWO 1.2m    z       2453988.73469 0.9997 0.0018 
FLWO 1.2m    z       2453988.73485 1.0003 0.0018 
FLWO 1.2m    z       2453988.73501 0.9992 0.0018 
FLWO 1.2m    z       2453988.73517 1.0045 0.0018 
FLWO 1.2m    z       2453988.73533 1.0000 0.0018 
FLWO 1.2m    z       2453988.73550 1.0020 0.0018 
FLWO 1.2m    z       2453988.73566 1.0008 0.0018 
FLWO 1.2m    z       2453988.73583 1.0006 0.0018 
FLWO 1.2m    z       2453988.73600 0.9962 0.0018 
FLWO 1.2m    z       2453988.73616 1.0020 0.0018 
FLWO 1.2m    z       2453988.73632 0.9984 0.0018 
FLWO 1.2m    z       2453988.73648 0.9994 0.0018 
FLWO 1.2m    z       2453988.73664 1.0002 0.0018 
FLWO 1.2m    z       2453988.73682 1.0004 0.0018 
FLWO 1.2m    z       2453988.73698 0.9958 0.0018 
FLWO 1.2m    z       2453988.73714 0.9987 0.0018 
FLWO 1.2m    z       2453988.73730 0.9977 0.0018 
FLWO 1.2m    z       2453988.73746 1.0010 0.0018 
FLWO 1.2m    z       2453988.73763 1.0004 0.0018 
FLWO 1.2m    z       2453988.73780 0.9976 0.0018 
FLWO 1.2m    z       2453988.73796 0.9985 0.0018 
FLWO 1.2m    z       2453988.73812 1.0000 0.0018 
FLWO 1.2m    z       2453988.73829 0.9998 0.0018 
FLWO 1.2m    z       2453988.73845 0.9976 0.0018 
FLWO 1.2m    z       2453988.73861 1.0011 0.0018 
FLWO 1.2m    z       2453988.73878 1.0005 0.0018 
FLWO 1.2m    z       2453988.73895 0.9982 0.0018 
FLWO 1.2m    z       2453988.73911 1.0010 0.0018 
FLWO 1.2m    z       2453988.73927 1.0013 0.0018 
FLWO 1.2m    z       2453988.73943 1.0007 0.0018 
FLWO 1.2m    z       2453988.73959 0.9990 0.0018 
FLWO 1.2m    z       2453988.73977 0.9983 0.0018 
FLWO 1.2m    z       2453988.73993 0.9983 0.0018 
FLWO 1.2m    z       2453988.74009 0.9963 0.0018 
FLWO 1.2m    z       2453988.74025 1.0001 0.0018 
FLWO 1.2m    z       2453988.74042 0.9980 0.0018 
FLWO 1.2m    z       2453988.74058 1.0008 0.0018 
FLWO 1.2m    z       2453988.74074 1.0011 0.0018 
FLWO 1.2m    z       2453988.74091 1.0026 0.0018 
FLWO 1.2m    z       2453988.74107 1.0015 0.0018 
FLWO 1.2m    z       2453988.74124 1.0032 0.0018 
FLWO 1.2m    z       2453988.74140 0.9988 0.0018 
FLWO 1.2m    z       2453988.74156 0.9985 0.0018 
FLWO 1.2m    z       2453988.74172 1.0021 0.0018 
FLWO 1.2m    z       2453988.74190 0.9949 0.0018 
FLWO 1.2m    z       2453988.74206 0.9973 0.0018 
FLWO 1.2m    z       2453988.74222 0.9989 0.0018 
FLWO 1.2m    z       2453988.74238 0.9975 0.0018 
FLWO 1.2m    z       2453988.74254 0.9964 0.0018 
FLWO 1.2m    z       2453988.74272 0.9972 0.0018 
FLWO 1.2m    z       2453988.74288 0.9986 0.0018 
FLWO 1.2m    z       2453988.74304 0.9981 0.0018 
FLWO 1.2m    z       2453988.74321 0.9976 0.0018 
FLWO 1.2m    z       2453988.74337 0.9999 0.0018 
FLWO 1.2m    z       2453988.74353 0.9991 0.0018 
FLWO 1.2m    z       2453988.74370 1.0013 0.0018 
FLWO 1.2m    z       2453988.74387 1.0014 0.0018 
FLWO 1.2m    z       2453988.74403 1.0020 0.0018 
FLWO 1.2m    z       2453988.74419 0.9965 0.0018 
FLWO 1.2m    z       2453988.74435 1.0035 0.0018 
FLWO 1.2m    z       2453988.74451 0.9998 0.0018 
FLWO 1.2m    z       2453988.74469 1.0002 0.0018 
FLWO 1.2m    z       2453988.74485 1.0015 0.0018 
FLWO 1.2m    z       2453988.74501 0.9990 0.0018 
FLWO 1.2m    z       2453988.74517 1.0012 0.0018 
FLWO 1.2m    z       2453988.74533 0.9971 0.0018 
FLWO 1.2m    z       2453988.74551 1.0001 0.0018 
FLWO 1.2m    z       2453988.74567 1.0025 0.0018 
FLWO 1.2m    z       2453988.74583 1.0004 0.0018 
FLWO 1.2m    z       2453988.74599 0.9966 0.0018 
FLWO 1.2m    z       2453988.74616 0.9989 0.0018 
FLWO 1.2m    z       2453988.74632 0.9988 0.0018 
FLWO 1.2m    z       2453988.74649 0.9973 0.0018 
FLWO 1.2m    z       2453988.74665 0.9997 0.0018 
FLWO 1.2m    z       2453988.74682 1.0013 0.0018 
FLWO 1.2m    z       2453988.74698 1.0001 0.0018 
FLWO 1.2m    z       2453988.74714 0.9993 0.0018 
FLWO 1.2m    z       2453988.74731 1.0007 0.0018 
FLWO 1.2m    z       2453988.74748 0.9993 0.0018 
FLWO 1.2m    z       2453988.74764 1.0004 0.0018 
FLWO 1.2m    z       2453988.74780 0.9974 0.0018 
FLWO 1.2m    z       2453988.74796 0.9983 0.0018 
FLWO 1.2m    z       2453988.74812 1.0002 0.0018 
FLWO 1.2m    z       2453988.74830 0.9978 0.0018 
FLWO 1.2m    z       2453988.74846 0.9992 0.0018 
FLWO 1.2m    z       2453988.74862 1.0014 0.0018 
FLWO 1.2m    z       2453988.74878 0.9981 0.0018 
FLWO 1.2m    z       2453988.74895 0.9974 0.0018 
FLWO 1.2m    z       2453988.74912 1.0007 0.0018 
FLWO 1.2m    z       2453988.74928 0.9956 0.0018 
FLWO 1.2m    z       2453988.74944 1.0004 0.0018 
FLWO 1.2m    z       2453988.74961 1.0004 0.0018 
FLWO 1.2m    z       2453988.74977 0.9990 0.0018 
FLWO 1.2m    z       2453988.74993 1.0011 0.0018 
FLWO 1.2m    z       2453988.75010 0.9978 0.0018 
FLWO 1.2m    z       2453988.75026 1.0020 0.0018 
FLWO 1.2m    z       2453988.75043 0.9978 0.0018 
FLWO 1.2m    z       2453988.75059 1.0009 0.0018 
FLWO 1.2m    z       2453988.75075 1.0000 0.0018 
FLWO 1.2m    z       2453988.75091 1.0009 0.0018 
FLWO 1.2m    z       2453988.75109 0.9981 0.0018 
FLWO 1.2m    z       2453988.75125 1.0005 0.0018 
FLWO 1.2m    z       2453988.75141 1.0011 0.0018 
FLWO 1.2m    z       2453988.75157 1.0016 0.0018 
FLWO 1.2m    z       2453988.75173 1.0010 0.0018 
FLWO 1.2m    z       2453988.75190 1.0022 0.0018 
FLWO 1.2m    z       2453988.75207 1.0019 0.0018 
FLWO 1.2m    z       2453988.75223 1.0016 0.0018 
FLWO 1.2m    z       2453988.75239 0.9995 0.0018 
FLWO 1.2m    z       2453988.75319 0.9993 0.0018 
FLWO 1.2m    z       2453988.75336 1.0028 0.0018 
FLWO 1.2m    z       2453988.75352 0.9992 0.0018 
FLWO 1.2m    z       2453988.75368 1.0008 0.0018 
FLWO 1.2m    z       2453988.75384 1.0010 0.0018 
FLWO 1.2m    z       2453988.75402 0.9991 0.0018 
FLWO 1.2m    z       2453988.75418 0.9993 0.0018 
FLWO 1.2m    z       2453988.75434 0.9990 0.0018 
FLWO 1.2m    z       2453988.75450 1.0001 0.0018 
FLWO 1.2m    z       2453988.75466 0.9975 0.0018 
FLWO 1.2m    z       2453988.75483 0.9991 0.0018 
FLWO 1.2m    z       2453988.75500 0.9985 0.0018 
FLWO 1.2m    z       2453988.75516 1.0018 0.0018 
FLWO 1.2m    z       2453988.75532 1.0032 0.0018 
FLWO 1.2m    z       2453988.75548 0.9995 0.0018 
FLWO 1.2m    z       2453988.75565 0.9982 0.0018 
FLWO 1.2m    z       2453988.75581 1.0011 0.0018 
FLWO 1.2m    z       2453988.75597 0.9996 0.0018 
FLWO 1.2m    z       2453988.75614 1.0022 0.0018 
FLWO 1.2m    z       2453988.75631 0.9984 0.0018 
FLWO 1.2m    z       2453988.75647 1.0023 0.0018 
FLWO 1.2m    z       2453988.75663 0.9988 0.0018 
FLWO 1.2m    z       2453988.75679 0.9985 0.0018 
FLWO 1.2m    z       2453988.75695 0.9996 0.0018 
FLWO 1.2m    z       2453988.75713 0.9967 0.0018 
FLWO 1.2m    z       2453988.75729 0.9976 0.0018 
FLWO 1.2m    z       2453988.75745 1.0014 0.0018 
FLWO 1.2m    z       2453988.75761 1.0014 0.0018 
FLWO 1.2m    z       2453988.75778 0.9988 0.0018 
FLWO 1.2m    z       2453988.75794 0.9999 0.0018 
FLWO 1.2m    z       2453988.75811 1.0028 0.0018 
FLWO 1.2m    z       2453988.75827 0.9999 0.0018 
FLWO 1.2m    z       2453988.75844 1.0010 0.0018 
FLWO 1.2m    z       2453988.75860 0.9981 0.0018 
FLWO 1.2m    z       2453988.75876 1.0000 0.0018 
FLWO 1.2m    z       2453988.75892 0.9991 0.0018 
FLWO 1.2m    z       2453988.75910 1.0031 0.0018 
FLWO 1.2m    z       2453988.75926 0.9982 0.0018 
FLWO 1.2m    z       2453988.75942 0.9994 0.0018 
FLWO 1.2m    z       2453988.75958 0.9985 0.0018 
FLWO 1.2m    z       2453988.75974 1.0040 0.0018 
FLWO 1.2m    z       2453988.75991 1.0014 0.0018 
FLWO 1.2m    z       2453988.76008 1.0011 0.0018 
FLWO 1.2m    z       2453988.76024 1.0014 0.0018 
FLWO 1.2m    z       2453988.76040 1.0021 0.0018 
FLWO 1.2m    z       2453988.76057 0.9992 0.0019 
FLWO 1.2m    z       2453988.76073 1.0005 0.0019 
FLWO 1.2m    z       2453988.76089 0.9970 0.0019 
FLWO 1.2m    z       2453988.76105 0.9992 0.0019 
FLWO 1.2m    z       2453988.76123 1.0004 0.0019 
FLWO 1.2m    z       2453988.76139 0.9980 0.0019 
FLWO 1.2m    z       2453988.76155 1.0017 0.0019 
FLWO 1.2m    z       2453988.76171 1.0005 0.0019 
FLWO 1.2m    z       2453988.76187 0.9973 0.0019 
FLWO 1.2m    z       2453988.76204 1.0003 0.0019 
FLWO 1.2m    z       2453988.76221 0.9995 0.0019 
FLWO 1.2m    z       2453988.76237 1.0004 0.0019 
FLWO 1.2m    z       2453988.76253 1.0022 0.0019 
FLWO 1.2m    z       2453988.76270 1.0011 0.0019 
FLWO 1.2m    z       2453988.76286 0.9999 0.0019 
FLWO 1.2m    z       2453988.76302 0.9981 0.0019 
FLWO 1.2m    z       2453988.76319 1.0014 0.0019 
FLWO 1.2m    z       2453988.76335 1.0041 0.0019 
FLWO 1.2m    z       2453988.76352 0.9997 0.0019 
FLWO 1.2m    z       2453988.76368 0.9986 0.0019 
FLWO 1.2m    z       2453988.76384 0.9993 0.0019 
FLWO 1.2m    z       2453988.76400 0.9985 0.0019 
FLWO 1.2m    z       2453988.76417 0.9994 0.0019 
FLWO 1.2m    z       2453988.76434 1.0001 0.0019 
FLWO 1.2m    z       2453988.76450 0.9974 0.0019 
FLWO 1.2m    z       2453988.76466 1.0037 0.0019 
FLWO 1.2m    z       2453988.76482 1.0012 0.0019 
FLWO 1.2m    z       2453988.76499 1.0036 0.0019 
FLWO 1.2m    z       2453988.76515 0.9968 0.0019 
FLWO 1.2m    z       2453988.76532 1.0024 0.0019 
FLWO 1.2m    z       2453988.76548 1.0021 0.0019 
FLWO 1.2m    z       2453988.76565 1.0004 0.0019 
FLWO 1.2m    z       2453988.76581 1.0008 0.0019 
FLWO 1.2m    z       2453988.76597 1.0019 0.0019 
FLWO 1.2m    z       2453988.76613 1.0009 0.0019 
FLWO 1.2m    z       2453988.76631 0.9993 0.0019 
FLWO 1.2m    z       2453988.76647 0.9982 0.0019 
FLWO 1.2m    z       2453988.76663 0.9984 0.0019 
FLWO 1.2m    z       2453988.76679 1.0001 0.0019 
FLWO 1.2m    z       2453988.76695 1.0009 0.0019 
FLWO 1.2m    z       2453988.76712 0.9974 0.0019 
FLWO 1.2m    z       2453988.76729 0.9963 0.0019 
FLWO 1.2m    z       2453988.76745 0.9970 0.0019 
FLWO 1.2m    z       2453988.76761 1.0026 0.0019 
FLWO 1.2m    z       2453988.76778 1.0034 0.0019 
FLWO 1.2m    z       2453988.76794 0.9993 0.0019 
FLWO 1.2m    z       2453988.76810 0.9974 0.0019 
FLWO 1.2m    z       2453988.76827 0.9971 0.0019 
FLWO 1.2m    z       2453988.76843 0.9973 0.0019 
FLWO 1.2m    z       2453988.76860 0.9943 0.0019 
FLWO 1.2m    z       2453988.76876 0.9950 0.0019 
FLWO 1.2m    z       2453988.76892 0.9978 0.0019 
FLWO 1.2m    z       2453988.76908 0.9991 0.0019 
FLWO 1.2m    z       2453988.76926 1.0005 0.0019 
FLWO 1.2m    z       2453988.76942 0.9932 0.0019 
FLWO 1.2m    z       2453988.77052 0.9959 0.0019 
FLWO 1.2m    z       2453988.77068 0.9900 0.0019 
FLWO 1.2m    z       2453988.77084 0.9959 0.0019 
FLWO 1.2m    z       2453988.77102 0.9928 0.0019 
FLWO 1.2m    z       2453988.77118 0.9945 0.0019 
FLWO 1.2m    z       2453988.77134 0.9941 0.0019 
FLWO 1.2m    z       2453988.77150 0.9919 0.0019 
FLWO 1.2m    z       2453988.77166 0.9973 0.0019 
FLWO 1.2m    z       2453988.77183 0.9944 0.0019 
FLWO 1.2m    z       2453988.77200 0.9925 0.0019 
FLWO 1.2m    z       2453988.77216 0.9919 0.0019 
FLWO 1.2m    z       2453988.77232 0.9947 0.0019 
FLWO 1.2m    z       2453988.77249 0.9933 0.0019 
FLWO 1.2m    z       2453988.77265 0.9901 0.0019 
FLWO 1.2m    z       2453988.77281 0.9938 0.0019 
FLWO 1.2m    z       2453988.77298 0.9907 0.0019 
FLWO 1.2m    z       2453988.77315 0.9892 0.0019 
FLWO 1.2m    z       2453988.77331 0.9897 0.0019 
FLWO 1.2m    z       2453988.77347 0.9915 0.0019 
FLWO 1.2m    z       2453988.77363 0.9867 0.0019 
FLWO 1.2m    z       2453988.77379 0.9882 0.0019 
FLWO 1.2m    z       2453988.77397 0.9878 0.0019 
FLWO 1.2m    z       2453988.77413 0.9865 0.0019 
FLWO 1.2m    z       2453988.77429 0.9879 0.0019 
FLWO 1.2m    z       2453988.77445 0.9873 0.0019 
FLWO 1.2m    z       2453988.77462 0.9892 0.0019 
FLWO 1.2m    z       2453988.77478 0.9874 0.0019 
FLWO 1.2m    z       2453988.77495 0.9903 0.0020 
FLWO 1.2m    z       2453988.77511 0.9876 0.0020 
FLWO 1.2m    z       2453988.77527 0.9910 0.0020 
FLWO 1.2m    z       2453988.77544 0.9860 0.0020 
FLWO 1.2m    z       2453988.77560 0.9896 0.0020 
FLWO 1.2m    z       2453988.77576 0.9874 0.0020 
FLWO 1.2m    z       2453988.77592 0.9865 0.0020 
FLWO 1.2m    z       2453988.77610 0.9853 0.0020 
FLWO 1.2m    z       2453988.77626 0.9862 0.0020 
FLWO 1.2m    z       2453988.77642 0.9850 0.0020 
FLWO 1.2m    z       2453988.77658 0.9830 0.0020 
FLWO 1.2m    z       2453988.77674 0.9831 0.0020 
FLWO 1.2m    z       2453988.77691 0.9830 0.0020 
FLWO 1.2m    z       2453988.77708 0.9825 0.0020 
FLWO 1.2m    z       2453988.77724 0.9860 0.0020 
FLWO 1.2m    z       2453988.77740 0.9836 0.0020 
FLWO 1.2m    z       2453988.77757 0.9835 0.0020 
FLWO 1.2m    z       2453988.77773 0.9838 0.0020 
FLWO 1.2m    z       2453988.77789 0.9818 0.0020 
FLWO 1.2m    z       2453988.77806 0.9839 0.0020 
FLWO 1.2m    z       2453988.77823 0.9827 0.0020 
FLWO 1.2m    z       2453988.77839 0.9827 0.0020 
FLWO 1.2m    z       2453988.77855 0.9803 0.0020 
FLWO 1.2m    z       2453988.77871 0.9820 0.0020 
FLWO 1.2m    z       2453988.77889 0.9849 0.0020 
FLWO 1.2m    z       2453988.77905 0.9846 0.0020 
FLWO 1.2m    z       2453988.77921 0.9803 0.0020 
FLWO 1.2m    z       2453988.77937 0.9821 0.0020 
FLWO 1.2m    z       2453988.77953 0.9828 0.0020 
FLWO 1.2m    z       2453988.77970 0.9781 0.0020 
FLWO 1.2m    z       2453988.77987 0.9796 0.0020 
FLWO 1.2m    z       2453988.78003 0.9806 0.0020 
FLWO 1.2m    z       2453988.78019 0.9827 0.0020 
FLWO 1.2m    z       2453988.78036 0.9795 0.0020 
FLWO 1.2m    z       2453988.78052 0.9806 0.0020 
FLWO 1.2m    z       2453988.78068 0.9791 0.0020 
FLWO 1.2m    z       2453988.78085 0.9786 0.0020 
FLWO 1.2m    z       2453988.78102 0.9765 0.0020 
FLWO 1.2m    z       2453988.78118 0.9785 0.0020 
FLWO 1.2m    z       2453988.78134 0.9779 0.0020 
FLWO 1.2m    z       2453988.78150 0.9782 0.0020 
FLWO 1.2m    z       2453988.78166 0.9783 0.0020 
FLWO 1.2m    z       2453988.78184 0.9785 0.0020 
FLWO 1.2m    z       2453988.78200 0.9757 0.0020 
FLWO 1.2m    z       2453988.78216 0.9768 0.0020 
FLWO 1.2m    z       2453988.78232 0.9750 0.0020 
FLWO 1.2m    z       2453988.78249 0.9782 0.0020 
FLWO 1.2m    z       2453988.78265 0.9784 0.0020 
FLWO 1.2m    z       2453988.78282 0.9722 0.0020 
FLWO 1.2m    z       2453988.78298 0.9745 0.0020 
FLWO 1.2m    z       2453988.78315 0.9780 0.0020 
FLWO 1.2m    z       2453988.78331 0.9799 0.0020 
FLWO 1.2m    z       2453988.78347 0.9751 0.0020 
FLWO 1.2m    z       2453988.78363 0.9767 0.0020 
FLWO 1.2m    z       2453988.78381 0.9806 0.0020 
FLWO 1.2m    z       2453988.78397 0.9803 0.0020 
FLWO 1.2m    z       2453988.78413 0.9738 0.0020 
FLWO 1.2m    z       2453988.78429 0.9780 0.0020 
FLWO 1.2m    z       2453988.78445 0.9756 0.0020 
FLWO 1.2m    z       2453988.78461 0.9777 0.0020 
FLWO 1.2m    z       2453988.78479 0.9771 0.0020 
FLWO 1.2m    z       2453988.78495 0.9788 0.0020 
FLWO 1.2m    z       2453988.78511 0.9750 0.0020 
FLWO 1.2m    z       2453988.78528 0.9769 0.0020 
FLWO 1.2m    z       2453988.78544 0.9737 0.0020 
FLWO 1.2m    z       2453988.78561 0.9759 0.0020 
FLWO 1.2m    z       2453988.78577 0.9760 0.0020 
FLWO 1.2m    z       2453988.78593 0.9768 0.0021 
FLWO 1.2m    z       2453988.78610 0.9746 0.0021 
FLWO 1.2m    z       2453988.78626 0.9729 0.0021 
FLWO 1.2m    z       2453988.78642 0.9766 0.0021 
FLWO 1.2m    z       2453988.78659 0.9755 0.0021 
FLWO 1.2m    z       2453988.78676 0.9762 0.0021 
FLWO 1.2m    z       2453988.78701 0.9802 0.0021 
FLWO 1.2m    z       2453988.78718 0.9755 0.0021 
FLWO 1.2m    z       2453988.78735 0.9744 0.0021 
FLWO 1.2m    z       2453988.78751 0.9756 0.0021 
FLWO 1.2m    z       2453988.78767 0.9767 0.0021 
FLWO 1.2m    z       2453988.78783 0.9737 0.0021 
FLWO 1.2m    z       2453988.78799 0.9732 0.0021 
FLWO 1.2m    z       2453988.78817 0.9767 0.0021 
FLWO 1.2m    z       2453988.78833 0.9721 0.0021 
FLWO 1.2m    z       2453988.78849 0.9758 0.0021 
FLWO 1.2m    z       2453988.78865 0.9704 0.0021 
FLWO 1.2m    z       2453988.78882 0.9764 0.0021 
FLWO 1.2m    z       2453988.78898 0.9757 0.0021 
FLWO 1.2m    z       2453988.78915 0.9767 0.0021 
FLWO 1.2m    z       2453988.78931 0.9792 0.0021 
FLWO 1.2m    z       2453988.78948 0.9727 0.0021 
FLWO 1.2m    z       2453988.78964 0.9730 0.0021 
FLWO 1.2m    z       2453988.78980 0.9716 0.0021 
FLWO 1.2m    z       2453988.78997 0.9756 0.0021 
FLWO 1.2m    z       2453988.79014 0.9741 0.0021 
FLWO 1.2m    z       2453988.79030 0.9772 0.0021 
FLWO 1.2m    z       2453988.79046 0.9698 0.0021 
FLWO 1.2m    z       2453988.79062 0.9751 0.0021 
FLWO 1.2m    z       2453988.79078 0.9724 0.0021 
FLWO 1.2m    z       2453988.79096 0.9749 0.0021 
FLWO 1.2m    z       2453988.79112 0.9749 0.0021 
FLWO 1.2m    z       2453988.79128 0.9725 0.0021 
FLWO 1.2m    z       2453988.79144 0.9766 0.0021 
FLWO 1.2m    z       2453988.79160 0.9754 0.0021 
FLWO 1.2m    z       2453988.79178 0.9721 0.0021 
FLWO 1.2m    z       2453988.79194 0.9781 0.0021 
FLWO 1.2m    z       2453988.79210 0.9739 0.0021 
FLWO 1.2m    z       2453988.79226 0.9754 0.0021 
FLWO 1.2m    z       2453988.79243 0.9742 0.0021 
FLWO 1.2m    z       2453988.79259 0.9752 0.0021 
FLWO 1.2m    z       2453988.79276 0.9699 0.0021 
FLWO 1.2m    z       2453988.79293 0.9753 0.0021 
FLWO 1.2m    z       2453988.79309 0.9736 0.0021 
FLWO 1.2m    z       2453988.79325 0.9755 0.0021 
FLWO 1.2m    z       2453988.79341 0.9764 0.0021 
FLWO 1.2m    z       2453988.79359 0.9746 0.0021 
FLWO 1.2m    z       2453988.79375 0.9740 0.0021 
FLWO 1.2m    z       2453988.79391 0.9765 0.0021 
FLWO 1.2m    z       2453988.79407 0.9747 0.0021 
FLWO 1.2m    z       2453988.79423 0.9759 0.0021 
FLWO 1.2m    z       2453988.79440 0.9767 0.0021 
FLWO 1.2m    z       2453988.79456 0.9780 0.0021 
FLWO 1.2m    z       2453988.79473 0.9712 0.0021 
FLWO 1.2m    z       2453988.79489 0.9742 0.0021 
FLWO 1.2m    z       2453988.79505 0.9743 0.0021 
FLWO 1.2m    z       2453988.79522 0.9739 0.0021 
FLWO 1.2m    z       2453988.79538 0.9747 0.0021 
FLWO 1.2m    z       2453988.79555 0.9754 0.0022 
FLWO 1.2m    z       2453988.79571 0.9751 0.0022 
FLWO 1.2m    z       2453988.79588 0.9743 0.0022 
